state,fips.code,county,age.adjusted.percent.2004,age.adjusted.percent.2014
Michigan,26071,Iron County,25.6,28.2
Michigan,26073,Isabella County,27,31.1
Michigan,26075,Jackson County,26.5,33.4
Michigan,26077,Kalamazoo County,25.3,30.5
Michigan,26079,Kalkaska County,26.2,31
Michigan,26081,Kent County,23.5,28.4
Michigan,26083,Keweenaw County,25.8,30.3
Michigan,26085,Lake County,27.8,31.3
Michigan,26087,Lapeer County,27.2,29.3
Michigan,26089,Leelanau County,26.5,25.5
Michigan,26091,Lenawee County,26.4,30.2
Michigan,26093,Livingston County,25,28.9
Michigan,26095,Luce County,26.7,32.2
Michigan,26097,Mackinac County,27.3,30.7
Michigan,26099,Macomb County,23.7,33.1
Michigan,26101,Manistee County,26.5,34.1
Michigan,26103,Marquette County,26.5,28.7
Michigan,26105,Mason County,26.6,29.1
Michigan,26107,Mecosta County,26.9,35
Michigan,26109,Menominee County,25.9,33.8
Michigan,26111,Midland County,26.3,30
Michigan,26113,Missaukee County,26.4,31.6
Michigan,26115,Monroe County,26.9,33.1
Michigan,26117,Montcalm County,28.4,33.7
Michigan,26119,Montmorency County,25.5,27.9
Michigan,26121,Muskegon County,27.9,35.6
Michigan,26123,Newaygo County,26.4,33.5
Michigan,26125,Oakland County,21.5,25.5
Michigan,26127,Oceana County,25.5,34.5
Michigan,26129,Ogemaw County,28.5,35.2
Michigan,26131,Ontonagon County,26.3,32
Michigan,26133,Osceola County,26.2,33.7
Michigan,26135,Oscoda County,27,32.9
Michigan,26137,Otsego County,26.7,32.7
Michigan,26139,Ottawa County,25.2,27.3
Michigan,26141,Presque Isle County,27,31.8
Michigan,26143,Roscommon County,28.2,33.7
Michigan,26145,Saginaw County,29.2,38.8
Michigan,26147,St. Clair County,27.5,32.4
Michigan,26149,St. Joseph County,28.9,34.5
Michigan,26151,Sanilac County,28.4,30.7
Michigan,26153,Schoolcraft County,26,30.5
Michigan,26155,Shiawassee County,26.5,31.8
Michigan,26157,Tuscola County,27.3,31.9
Michigan,26159,Van Buren County,26,33.1
Michigan,26161,Washtenaw County,23.4,24.4
Michigan,26163,Wayne County,30,33.1
Michigan,26165,Wexford County,27.1,29.6
Minnesota,27001,Aitkin County,24.7,29.2
Minnesota,27003,Anoka County,25.9,29.5
Minnesota,27005,Becker County,25.3,32.1
Minnesota,27007,Beltrami County,24.7,30.8
Minnesota,27009,Benton County,25.1,29.2
Minnesota,27011,Big Stone County,24.8,28.2
Minnesota,27013,Blue Earth County,25.1,33.8
Minnesota,27015,Brown County,25.6,29.6
Minnesota,27017,Carlton County,24.8,29.6
Minnesota,27019,Carver County,24,22.4
Minnesota,27021,Cass County,26.1,25.8
Minnesota,27023,Chippewa County,24.9,29.4
Minnesota,27025,Chisago County,24.7,29.4
Minnesota,27027,Clay County,26,28.4
Minnesota,27029,Clearwater County,25.8,30.8
Minnesota,27031,Cook County,25.1,28.3
Minnesota,27033,Cottonwood County,23.9,31.3
Minnesota,27035,Crow Wing County,25.2,28.5
Minnesota,27037,Dakota County,21.8,26.1
Minnesota,27039,Dodge County,24.6,24.4
Minnesota,27041,Douglas County,23.8,29.7
Minnesota,27043,Faribault County,25.4,26.2
Minnesota,27045,Fillmore County,23.3,24.5
Minnesota,27047,Freeborn County,24.9,29.6
Minnesota,27049,Goodhue County,24.5,32.1
Minnesota,27051,Grant County,25.1,31.8
Minnesota,27053,Hennepin County,20.1,22.5
Minnesota,27055,Houston County,24.2,24.8
Minnesota,27057,Hubbard County,24.5,24.2
Minnesota,27059,Isanti County,24.4,27.4
Minnesota,27061,Itasca County,24,31.9
Minnesota,27063,Jackson County,24,31.1
Minnesota,27065,Kanabec County,24.3,29.4
Minnesota,27067,Kandiyohi County,24.5,28.7
Minnesota,27069,Kittson County,25.3,27.1
Minnesota,27071,Koochiching County,24.6,27.3
Minnesota,27073,Lac qui Parle County,25.6,28.1
Minnesota,27075,Lake County,24.3,29.8
Minnesota,27077,Lake of the Woods Count,25.2,29.7
Minnesota,27079,Le Sueur County,26,32
Minnesota,27081,Lincoln County,24.9,27.8
Minnesota,27083,Lyon County,25.2,28.6
Minnesota,27085,McLeod County,25.2,30.8
Minnesota,27087,Mahnomen County,25.4,32.4
Minnesota,27089,Marshall County,25.4,29.3
Minnesota,27091,Martin County,25.5,31.9
Minnesota,27093,Meeker County,24.7,29.9
Minnesota,27095,Mille Lacs County,25.2,35.8
Minnesota,27097,Morrison County,24.8,34.1
Minnesota,27099,Mower County,25.1,30.5
Minnesota,27101,Murray County,24.4,29.3
Minnesota,27103,Nicollet County,24.1,29.7
Minnesota,27105,Nobles County,24.6,28.6
Minnesota,27107,Norman County,24.7,27.6
Minnesota,27109,Olmsted County,25.1,25.2
Minnesota,27111,Otter Tail County,24.2,29.3
Minnesota,27113,Pennington County,24.7,27.2
Minnesota,27115,Pine County,24.7,36.1
Minnesota,27117,Pipestone County,25.1,28
Minnesota,27119,Polk County,26.4,33.3
Minnesota,27121,Pope County,25.5,32
Minnesota,27123,Ramsey County,22.6,25.6
Minnesota,27125,Red Lake County,24.9,32.5
Minnesota,27127,Redwood County,24.3,32.4
Minnesota,27129,Renville County,24.3,29.1
Minnesota,27131,Rice County,25.2,31.3
Minnesota,27133,Rock County,24.7,27.8
Minnesota,27135,Roseau County,24.9,28.7
Minnesota,27137,St. Louis County,21.8,26.7
Minnesota,27139,Scott County,25,24.3
Minnesota,27141,Sherburne County,23.6,28.5
Minnesota,27143,Sibley County,24.8,33
Minnesota,27145,Stearns County,24.4,27.4
Minnesota,27147,Steele County,23.8,30.1
Minnesota,27149,Stevens County,25.3,33.6
Minnesota,27151,Swift County,25.7,28.3
Minnesota,27153,Todd County,25.7,30
Minnesota,27155,Traverse County,24.9,32
Minnesota,27157,Wabasha County,27,31.7
Minnesota,27159,Wadena County,25.2,28.9
Minnesota,27161,Waseca County,25,33.5
Minnesota,27163,Washington County,23.3,25.6
Minnesota,27165,Watonwan County,24.7,26.4
Minnesota,27167,Wilkin County,24.3,27.9
Minnesota,27169,Winona County,25.7,28.8
Minnesota,27171,Wright County,24.3,27.7
Minnesota,27173,Yellow Medicine County,24,28.6
Mississippi,28001,Adams County,31.7,37.9
Mississippi,28003,Alcorn County,26.2,38.5
Mississippi,28005,Amite County,33.1,43.3
Mississippi,28007,Attala County,30.6,40.1
Mississippi,28009,Benton County,30.1,37.4
Mississippi,28011,Bolivar County,34.2,37.5
Mississippi,28013,Calhoun County,31.1,36.3
Mississippi,28015,Carroll County,28.8,34.7
Mississippi,28017,Chickasaw County,31.2,33.5
Mississippi,28019,Choctaw County,29.2,32
Mississippi,28021,Claiborne County,35.8,47.9
Mississippi,28023,Clarke County,29.8,35.3
Mississippi,28025,Clay County,31.7,35.6
Mississippi,28027,Coahoma County,33.7,43.1
Mississippi,28029,Copiah County,34.4,37.6
Mississippi,28031,Covington County,28.9,36.7
Mississippi,28033,DeSoto County,25.1,35.7
Mississippi,28035,Forrest County,28.5,34.4
Mississippi,28037,Franklin County,30.5,36
Mississippi,28039,George County,27.8,34.2
Mississippi,28041,Greene County,28.1,38.3
Mississippi,28043,Grenada County,30.9,39.3
Mississippi,28045,Hancock County,27.6,31.8
Mississippi,28047,Harrison County,27.4,32.1
Mississippi,28049,Hinds County,29.4,34.7
Mississippi,28051,Holmes County,36.3,46.2
Mississippi,28053,Humphreys County,34.4,41.8
Mississippi,28055,Issaquena County,33.4,34.4
Mississippi,28057,Itawamba County,27.5,35
Mississippi,28059,Jackson County,28.3,31.9
Mississippi,28061,Jasper County,33.3,38.4
Mississippi,28063,Jefferson County,37.7,44.5
Mississippi,28065,Jefferson Davis County,33.4,39.9
Mississippi,28067,Jones County,30.4,38.6
Mississippi,28069,Kemper County,34.3,37.3
Mississippi,28071,Lafayette County,26.8,34.3
Mississippi,28073,Lamar County,25.7,32.6
Mississippi,28075,Lauderdale County,29.1,32.4
Mississippi,28077,Lawrence County,30.7,36.9
Mississippi,28079,Leake County,29.9,41.2
Mississippi,28081,Lee County,26.4,33.1
Mississippi,28083,Leflore County,34,44.1
Mississippi,28085,Lincoln County,32.3,39.4
Mississippi,28087,Lowndes County,30.8,34.4
Mississippi,28089,Madison County,29.4,28.4
Mississippi,28091,Marion County,28.3,34.5
Mississippi,28093,Marshall County,32.9,39.3
Mississippi,28095,Monroe County,29.3,38.7
Mississippi,28097,Montgomery County,31.5,39
Mississippi,28099,Neshoba County,30.9,37.9
Mississippi,28101,Newton County,32.4,35.2
Mississippi,28103,Noxubee County,35.8,40.8
Mississippi,28105,Oktibbeha County,27.1,34.4
Mississippi,28107,Panola County,29,36.1
Mississippi,28109,Pearl River County,27.4,34
Mississippi,28111,Perry County,27.6,37.6
Mississippi,28113,Pike County,33.5,37.4
Mississippi,28115,Pontotoc County,28.1,31.1
Mississippi,28117,Prentiss County,26.7,33.5
Mississippi,28119,Quitman County,34.1,42
Mississippi,28121,Rankin County,26.1,31.5
Mississippi,28123,Scott County,31.9,33.8
Mississippi,28125,Sharkey County,35.1,37.7
Mississippi,28127,Simpson County,31.2,37.9
Mississippi,28129,Smith County,26.4,37.3
Mississippi,28131,Stone County,27.3,35.8
Mississippi,28133,Sunflower County,34.7,41.9
Mississippi,28135,Tallahatchie County,35.7,39.6
Mississippi,28137,Tate County,29.5,37.6
Mississippi,28139,Tippah County,30.3,34.1
Mississippi,28141,Tishomingo County,25.6,37.3
Mississippi,28143,Tunica County,35.3,40.4
Mississippi,28145,Union County,27,33.3
Mississippi,28147,Walthall County,31.2,38.9
Mississippi,28149,Warren County,33.2,32.6
Mississippi,28151,Washington County,33.9,39.1
Mississippi,28153,Wayne County,29.2,38.6
Mississippi,28155,Webster County,29.6,34.2
Mississippi,28157,Wilkinson County,35.4,40.1
Mississippi,28159,Winston County,33.5,36.9
Mississippi,28161,Yalobusha County,30.7,39.4
Mississippi,28163,Yazoo County,33.2,38.8
Missouri,29001,Adair County,25.5,29.1
Missouri,29003,Andrew County,27,28.8
Missouri,29005,Atchison County,26.9,29.6
Missouri,29007,Audrain County,27.5,34.6
Missouri,29009,Barry County,27.2,32.2
Missouri,29011,Barton County,27.7,35.3
Missouri,29013,Bates County,27,31.8
Missouri,29015,Benton County,26.4,31.2
Missouri,29017,Bollinger County,26.7,32.8
Missouri,29019,Boone County,23.2,28.4
Missouri,29021,Buchanan County,26.6,32.5
Missouri,29023,Butler County,28.2,35.1
Missouri,29025,Caldwell County,24.5,37.3
Missouri,29027,Callaway County,26.7,34
Missouri,29029,Camden County,25.2,27.9
Missouri,29031,Cape Girardeau County,25.9,31.9
Missouri,29033,Carroll County,26.7,35.7
Missouri,29035,Carter County,25.9,30.8
Missouri,29037,Cass County,27.2,30
Missouri,29039,Cedar County,27,31.1
Missouri,29041,Chariton County,27.2,30.2
Missouri,29043,Christian County,24.3,28.9
Missouri,29045,Clark County,26.6,34
Missouri,29047,Clay County,26.7,29
Missouri,29049,Clinton County,25.9,34.3
Missouri,29051,Cole County,25.8,30.3
Missouri,29053,Cooper County,27.9,35.4
Missouri,29055,Crawford County,26.6,32.1
Missouri,29057,Dade County,26.4,34.3
Missouri,29059,Dallas County,26.4,33.5
Missouri,29061,Daviess County,25.2,32.6
Missouri,29063,DeKalb County,27.3,35.9
Missouri,29065,Dent County,26.7,34.7
Missouri,29067,Douglas County,26.5,32.3
Missouri,29069,Dunklin County,25.5,31.9
Missouri,29071,Franklin County,25.2,30
Missouri,29073,Gasconade County,26.8,34.8
Missouri,29075,Gentry County,25.6,28.5
Missouri,29077,Greene County,24.6,32.2
Missouri,29079,Grundy County,26.8,32.5
Missouri,29081,Harrison County,28.2,34.2
Missouri,29083,Henry County,28,29.2
Missouri,29085,Hickory County,26.1,29
Missouri,29087,Holt County,26.5,32.3
Missouri,29089,Howard County,27.6,33.7
Missouri,29091,Howell County,26.6,31.2
Missouri,29093,Iron County,26.9,35
Missouri,29095,Jackson County,25.3,30.8
Missouri,29097,Jasper County,26.3,34.4
Missouri,29099,Jefferson County,26.3,29.9
Missouri,29101,Johnson County,25.9,31
Missouri,29103,Knox County,25.5,31.7
Missouri,29105,Laclede County,27.1,30.9
Missouri,29107,Lafayette County,26.8,28.8
Missouri,29109,Lawrence County,27.6,29.9
Missouri,29111,Lewis County,26.9,35.6
Missouri,29113,Lincoln County,26.8,31
Missouri,29115,Linn County,26.2,30.3
Missouri,29117,Livingston County,26.3,28.7
Missouri,29119,McDonald County,25.9,27.6
Missouri,29121,Macon County,26.9,32.9
Missouri,29123,Madison County,26.9,34.3
Missouri,29125,Maries County,26.7,33.4
Missouri,29127,Marion County,26.5,37.4
Missouri,29129,Mercer County,26.5,33.1
Missouri,29131,Miller County,26.2,30.4
Missouri,29133,Mississippi County,28.3,31.8
Missouri,29135,Moniteau County,25.9,28
Missouri,29137,Monroe County,26.2,30.5
Missouri,29139,Montgomery County,26.8,33.8
Missouri,29141,Morgan County,26.4,28
Missouri,29143,New Madrid County,27,32.9
Missouri,29145,Newton County,25.7,32
Missouri,29147,Nodaway County,26,29.9
Missouri,29149,Oregon County,27.9,32.2
Missouri,29151,Osage County,25.2,33
Missouri,29153,Ozark County,26.9,33.4
Missouri,29155,Pemiscot County,27,34.3
Missouri,29157,Perry County,26.7,32.8
Missouri,29159,Pettis County,25.7,36.4
Missouri,29161,Phelps County,26.1,26.9
Missouri,29163,Pike County,27.5,28.5
Missouri,29165,Platte County,25.2,30.3
Missouri,29167,Polk County,25.4,29.2
Missouri,29169,Pulaski County,26.9,28.8
Missouri,29171,Putnam County,26.7,31.9
Missouri,29173,Ralls County,26.5,32.2
Missouri,29175,Randolph County,30.3,32.9
Missouri,29177,Ray County,25.9,34.5
Missouri,29179,Reynolds County,26.9,32.7
Missouri,29181,Ripley County,27.3,34.4
Missouri,29183,St. Charles County,24.6,24.5
Missouri,29185,St. Clair County,26.1,28.3
Missouri,29186,Ste. Genevieve County,25.4,29.5
Missouri,29187,St. Francois County,27.5,32.6
Missouri,29189,St. Louis County,23.7,28.9
Missouri,29195,Saline County,27.5,37.7
Missouri,29197,Schuyler County,25.6,30.2
Missouri,29199,Scotland County,26,31.2
Missouri,29201,Scott County,27.8,36.6
Missouri,29203,Shannon County,27.4,29.2
Missouri,29205,Shelby County,27.1,33
Missouri,29207,Stoddard County,28.5,32.8
Missouri,29209,Stone County,25.9,33.3
Missouri,29211,Sullivan County,27.1,35.6
Missouri,29213,Taney County,25.6,31
Missouri,29215,Texas County,26.8,32.4
Missouri,29217,Vernon County,27.1,30
Missouri,29219,Warren County,27.4,27.9
Missouri,29221,Washington County,26.6,33.2
Missouri,29223,Wayne County,26.9,36.2
Missouri,29225,Webster County,26.4,33.4
Missouri,29227,Worth County,26.7,30.1
Missouri,29229,Wright County,27.5,31.2
Missouri,29510,St. Louis city,31.1,33.7
Montana,30001,Beaverhead County,20.4,23.6
Montana,30003,Big Horn County,33.5,39
Montana,30005,Blaine County,26.8,35.7
Montana,30007,Broadwater County,21.9,30
Montana,30009,Carbon County,17.4,23
Montana,30011,Carter County,19.9,24.1
Montana,30013,Cascade County,23.4,28.2
Montana,30015,Chouteau County,23.4,25.9
Montana,30017,Custer County,22.1,30.7
Montana,30019,Daniels County,21.4,25
Montana,30021,Dawson County,22.3,30.7
Montana,30023,Deer Lodge County,20.4,25.5
Montana,30025,Fallon County,22,27.4
Montana,30027,Fergus County,20.1,25.3
Montana,30029,Flathead County,16,22.6
Montana,30031,Gallatin County,13.4,15.6
Montana,30033,Garfield County,22.1,25.2
Montana,30035,Glacier County,31.3,33.9
Montana,30037,Golden Valley County,20.4,23.5
Montana,30039,Granite County,21.1,28.5
Montana,30041,Hill County,25.4,33.3
Montana,30043,Jefferson County,18.9,26.3
Montana,30045,Judith Basin County,19.1,28.3
Montana,30047,Lake County,22.5,28.1
Montana,30049,Lewis and Clark County,19.4,23.9
Montana,30051,Liberty County,23.4,26
Montana,30053,Lincoln County,19.8,28.2
Montana,30055,McCone County,22,23
Montana,30057,Madison County,18.4,20.6
Montana,30059,Meagher County,20,23.1
Montana,30061,Mineral County,19.1,27.3
Montana,30063,Missoula County,16.7,22.2
Montana,30065,Musselshell County,20,27
Montana,30067,Park County,15.3,21.9
Montana,30069,Petroleum County,22.2,23.5
Montana,30071,Phillips County,22.6,28.4
Montana,30073,Pondera County,25.7,29.2
Montana,30075,Powder River County,21.2,26.8
Montana,30077,Powell County,25.3,27.6
Montana,30079,Prairie County,19.7,25.9
Montana,30081,Ravalli County,20.1,22.5
Montana,30083,Richland County,22,30.3
Montana,30085,Roosevelt County,32.2,36.8
Montana,30087,Rosebud County,27.3,35.5
Montana,30089,Sanders County,22.6,25.9
Montana,30091,Sheridan County,22.6,29.3
Montana,30093,Silver Bow County,21.9,25.1
Montana,30095,Stillwater County,20.2,20.9
Montana,30097,Sweet Grass County,20.5,23.6
Montana,30099,Teton County,22,26.3
Montana,30101,Toole County,22.7,26.2
Montana,30103,Treasure County,20,24.9
Montana,30105,Valley County,26,29.1
Montana,30107,Wheatland County,18.1,24.9
Montana,30109,Wibaux County,20.7,26
Montana,30111,Yellowstone County,21,24.7
Nebraska,31001,Adams County,25.9,33.1
Nebraska,31003,Antelope County,24.5,27
Nebraska,31005,Arthur County,24,29.6
Nebraska,31007,Banner County,25.1,33.5
Nebraska,31009,Blaine County,24.2,28.5
Nebraska,31011,Boone County,26.1,31.4
Nebraska,31013,Box Butte County,25.2,33.6
Nebraska,31015,Boyd County,25.2,34.5
Nebraska,31017,Brown County,25.9,30
Nebraska,31019,Buffalo County,25.2,30
Nebraska,31021,Burt County,26,30.9
Nebraska,31023,Butler County,25.9,32
Nebraska,31025,Cass County,26.1,34.9
Nebraska,31027,Cedar County,25.5,28.2
Nebraska,31029,Chase County,25.4,30.5
Nebraska,31031,Cherry County,25.8,25.8
Nebraska,31033,Cheyenne County,23.5,31.3
Nebraska,31035,Clay County,25.3,32.8
Nebraska,31037,Colfax County,25.2,31.3
Nebraska,31039,Cuming County,26.5,29.3
Nebraska,31041,Custer County,24.1,32
Nebraska,31043,Dakota County,25.9,35.8
Nebraska,31045,Dawes County,24.8,27.3
Nebraska,31047,Dawson County,26.4,33.8
Nebraska,31049,Deuel County,26.2,29.8
Nebraska,31051,Dixon County,25,31.1
Nebraska,31053,Dodge County,24.8,32.8
Nebraska,31055,Douglas County,24,27.6
Nebraska,31057,Dundy County,26.7,35.7
Nebraska,31059,Fillmore County,25.4,33.5
Nebraska,31061,Franklin County,25.7,36.9
Nebraska,31063,Frontier County,25.1,35.7
Nebraska,31065,Furnas County,24.9,33.8
Nebraska,31067,Gage County,23.9,34.2
Nebraska,31069,Garden County,24.7,32.8
Nebraska,31071,Garfield County,24.1,27.7
Nebraska,31073,Gosper County,26.2,34.4
Nebraska,31075,Grant County,25.7,27.5
Nebraska,31077,Greeley County,26.3,32.3
Nebraska,31079,Hall County,26.9,33.7
Nebraska,31081,Hamilton County,26,32.4
Nebraska,31083,Harlan County,27.4,31.8
Nebraska,31085,Hayes County,26.2,33
Nebraska,31087,Hitchcock County,25,36.3
Nebraska,31089,Holt County,23.5,29.7
Nebraska,31091,Hooker County,24.9,26.3
Nebraska,31093,Howard County,26.4,29.1
Nebraska,31095,Jefferson County,25.2,36.6
Nebraska,31097,Johnson County,25.8,29.9
Nebraska,31099,Kearney County,25.2,31
Nebraska,31101,Keith County,24.7,27.3
Nebraska,31103,Keya Paha County,26.2,29.2
Nebraska,31105,Kimball County,26.3,31.2
Nebraska,31107,Knox County,27,31.8
Nebraska,31109,Lancaster County,22.5,25.9
Nebraska,31111,Lincoln County,26.5,31.4
Nebraska,31113,Logan County,26.1,30.7
Nebraska,31115,Loup County,25.2,30.3
Nebraska,31117,McPherson County,26.4,29.9
Nebraska,31119,Madison County,23.5,32.2
Nebraska,31121,Merrick County,26.2,32.5
Nebraska,31123,Morrill County,27.8,29.9
Nebraska,31125,Nance County,24.9,29.8
Nebraska,31127,Nemaha County,26.2,35.4
Nebraska,31129,Nuckolls County,28.9,33.6
Nebraska,31131,Otoe County,24.7,33.7
Nebraska,31133,Pawnee County,25.4,29.7
Nebraska,31135,Perkins County,25.7,24
Nebraska,31137,Phelps County,25.9,33.4
Nebraska,31139,Pierce County,24.9,34
Nebraska,31141,Platte County,24,29
Nebraska,31143,Polk County,25.6,29.2
Nebraska,31145,Red Willow County,25.4,31.9
Nebraska,31147,Richardson County,25.8,36.9
Nebraska,31149,Rock County,25.9,29.6
Nebraska,31151,Saline County,24.7,32.9
Nebraska,31153,Sarpy County,24.5,30.3
Nebraska,31155,Saunders County,26.6,28.3
Nebraska,31157,Scotts Bluff County,26.6,34.1
Nebraska,31159,Seward County,24.8,29.4
Nebraska,31161,Sheridan County,26.3,29.9
Nebraska,31163,Sherman County,27.4,32.9
Nebraska,31165,Sioux County,24.7,31.9
Nebraska,31167,Stanton County,25.2,34
Nebraska,31169,Thayer County,25,29.7
Nebraska,31171,Thomas County,25.4,32.7
Nebraska,31173,Thurston County,29.1,42.1
Nebraska,31175,Valley County,24.2,32.3
Nebraska,31177,Washington County,26.6,31.1
Nebraska,31179,Wayne County,25.4,29.6
Nebraska,31181,Webster County,25.8,33
Nebraska,31183,Wheeler County,25.1,27.4
Nebraska,31185,York County,26.1,33.8
Nevada,32001,Churchill County,20.7,25.7
Nevada,32003,Clark County,20.6,27.7
Nevada,32005,Douglas County,16.8,21.5
Nevada,32007,Elko County,21.1,30
Nevada,32009,Esmeralda County,19.9,25.9
Nevada,32011,Eureka County,20.3,27.3
Nevada,32013,Humboldt County,21.2,25.5
Nevada,32015,Lander County,21.6,30.5
Nevada,32017,Lincoln County,21.5,26.3
Nevada,32019,Lyon County,22.7,30.4
Nevada,32021,Mineral County,24.4,28.6
Nevada,32023,Nye County,26.5,32.7
Nevada,32027,Pershing County,24.1,31.1
Nevada,32029,Storey County,22,27.2
Nevada,32031,Washoe County,17.5,21.7
Nevada,32033,White Pine County,22,28.8
Nevada,32510,Carson City,19.3,24.9
New Hampshire,33001,Belknap County,20.7,31.6
New Hampshire,33003,Carroll County,18,24.9
New Hampshire,33005,Cheshire County,22.3,27.2
New Hampshire,33007,Coos County,25.3,30.7
New Hampshire,33009,Grafton County,20.5,24.9
New Hampshire,33011,Hillsborough County,20.9,28.2
New Hampshire,33013,Merrimack County,21.7,29.5
New Hampshire,33015,Rockingham County,21.2,25.7
New Hampshire,33017,Strafford County,22.3,28.9
New Hampshire,33019,Sullivan County,21.9,28.6
New Jersey,34001,Atlantic County,25,27.2
New Jersey,34003,Bergen County,17.5,20.9
New Jersey,34005,Burlington County,22.2,27.8
New Jersey,34007,Camden County,23.5,29.9
New Jersey,34009,Cape May County,22.7,28
New Jersey,34011,Cumberland County,26.6,34.4
New Jersey,34013,Essex County,23.3,28.4
New Jersey,34015,Gloucester County,23.7,29.7
New Jersey,34017,Hudson County,21.3,24.1
New Jersey,34019,Hunterdon County,17.5,21.7
New Jersey,34021,Mercer County,22.2,24.3
New Jersey,34023,Middlesex County,20.1,24.6
New Jersey,34025,Monmouth County,18.4,22.6
New Jersey,34027,Morris County,17.3,20.3
New Jersey,34029,Ocean County,22.8,27.9
New Jersey,34031,Passaic County,21.1,25.5
New Jersey,34033,Salem County,25.8,33.6
New Jersey,34035,Somerset County,18.7,22.1
New Jersey,34037,Sussex County,21.6,25.5
New Jersey,34039,Union County,19.7,24.3
New Jersey,34041,Warren County,24.2,28.1
New Mexico,35001,Bernalillo County,16.1,21.4
New Mexico,35003,Catron County,16.9,20.8
New Mexico,35005,Chaves County,23.1,29.5
New Mexico,35006,Cibola County,21,31.3
New Mexico,35007,Colfax County,18.4,22.3
New Mexico,35009,Curry County,23.2,30.5
New Mexico,35011,De Baca County,19.5,23.2
New Mexico,35013,Doña Ana County,19.1,23.6
New Mexico,35015,Eddy County,24.6,31.4
New Mexico,35017,Grant County,18.6,22.4
New Mexico,35019,Guadalupe County,19.6,27.7
New Mexico,35021,Harding County,18.8,23.5
New Mexico,35023,Hidalgo County,22.9,23
New Mexico,35025,Lea County,24.8,33.6
New Mexico,35027,Lincoln County,16,20.2
New Mexico,35028,Los Alamos County,15.3,19.5
New Mexico,35029,Luna County,21.5,24.9
New Mexico,35031,McKinley County,26.3,35
New Mexico,35033,Mora County,18.6,22.6
New Mexico,35035,Otero County,21,25.3
New Mexico,35037,Quay County,23.5,33.4
New Mexico,35039,Rio Arriba County,18.8,24.7
New Mexico,35041,Roosevelt County,20,27
New Mexico,35043,Sandoval County,21.4,23.8
New Mexico,35045,San Juan County,22.7,31.7
New Mexico,35047,San Miguel County,18.1,22.9
New Mexico,35049,Santa Fe County,12.5,13.5
New Mexico,35051,Sierra County,22.6,22.1
New Mexico,35053,Socorro County,20.5,26.5
New Mexico,35055,Taos County,14.2,17.3
New Mexico,35057,Torrance County,21.7,26.2
New Mexico,35059,Union County,19.1,27.5
New Mexico,35061,Valencia County,20.3,26.5
New York,36001,Albany County,20.5,25.1
New York,36003,Allegany County,22.8,29.2
New York,36005,Bronx County,21.9,30.3
New York,36007,Broome County,25.7,26.9
New York,36009,Cattaraugus County,22.6,27.7
New York,36011,Cayuga County,22.9,30
New York,36013,Chautauqua County,26.5,29.3
New York,36015,Chemung County,26.2,28.7
New York,36017,Chenango County,23.9,29.8
New York,36019,Clinton County,24.4,30
New York,36021,Columbia County,20.1,24.1
New York,36023,Cortland County,21.2,26.5
New York,36025,Delaware County,24.1,27.2
New York,36027,Dutchess County,20.5,25.4
New York,36029,Erie County,24.6,26.3
New York,36031,Essex County,19.8,26.6
New York,36033,Franklin County,25.4,29.9
New York,36035,Fulton County,20.8,29.6
New York,36037,Genesee County,20.9,26.2
New York,36039,Greene County,21.1,27.3
New York,36041,Hamilton County,20.6,25
New York,36043,Herkimer County,23.9,29.3
New York,36045,Jefferson County,25.9,28.5
New York,36047,Kings County,21.6,22.7
New York,36049,Lewis County,23.4,33.4
New York,36051,Livingston County,21.7,30.7
New York,36053,Madison County,24,25.5
New York,36055,Monroe County,22.9,27.3
New York,36057,Montgomery County,22.5,25.4
New York,36059,Nassau County,18.3,22.9
New York,36061,New York County,14,14.8
New York,36063,Niagara County,22.4,29.8
New York,36065,Oneida County,23.2,31
New York,36067,Onondaga County,22.2,27.5
New York,36069,Ontario County,20.4,28.8
New York,36071,Orange County,21.5,28.3
New York,36073,Orleans County,24.1,27.8
New York,36075,Oswego County,20.5,28.7
New York,36077,Otsego County,21.4,25.6
New York,36079,Putnam County,21.8,23.2
New York,36081,Queens County,18.2,23.6
New York,36083,Rensselaer County,23.3,26.9
New York,36085,Richmond County,21.8,27.7
New York,36087,Rockland County,19.2,21.9
New York,36089,St. Lawrence County,25,27.9
New York,36091,Saratoga County,21.4,26.2
New York,36093,Schenectady County,23,25.6
New York,36095,Schoharie County,19.1,25.5
New York,36097,Schuyler County,21.7,30.2
New York,36099,Seneca County,21.8,28.5
New York,36101,Steuben County,22.4,30.4
New York,36103,Suffolk County,21.6,22.7
New York,36105,Sullivan County,21.7,28.8
New York,36107,Tioga County,20.9,28.8
New York,36109,Tompkins County,19.1,25.4
New York,36111,Ulster County,20.8,26.7
New York,36113,Warren County,23.4,26.8
New York,36115,Washington County,23.4,31.5
New York,36117,Wayne County,23.2,29.6
New York,36119,Westchester County,16.6,19.8
New York,36121,Wyoming County,21.4,25.1
New York,36123,Yates County,23.6,26
North Carolina,37001,Alamance County,26.4,35.2
North Carolina,37003,Alexander County,24.7,34.2
North Carolina,37005,Alleghany County,24.5,27
North Carolina,37007,Anson County,30.1,34.5
North Carolina,37009,Ashe County,24,29.3
North Carolina,37011,Avery County,22.6,26.1
North Carolina,37013,Beaufort County,30.3,33.2
North Carolina,37015,Bertie County,34.6,35.3
North Carolina,37017,Bladen County,29.6,38.2
