status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Case	 80.20	 46.856	 21.52	 53.2021	 78.45	  8.21219	 29.42	 30.574	 36.758	 68.52	 27.897	 89.290	 58.85	  9.25	 14.936	  6.1512	 22.370	 95.402	 86.39	 33.61	 37.457	 90.476	 77.893	 57.7142	 81.94	 46.5	 75.479	 90.84	  2.54	  4.39	 19.84	 99.77	 57.388	 68.51	 23.34	 21.79	 63.13	  5.10	 53.93	 18.880	 38.50	 53.05	 45.093	 15.45	  1.096	 42.73	 85.30	  3.49	 52.17	 75.79	 16.03	 62.45	 28.49	 70.88	 30.38	 46.40	  6.94	  3.36	 28.39	 81.02	 30.242	 13.39	 92.18	 73.387	 16.240	 48.2740	 34.63	 46.29	 28.10	 49.79	 19.856	 12.60	 52.12	 37.716	 92.110	  7.161	  0.32	 38.22	 22.305	 27.18	 58.82	 61.1310	 65.76	 55.2605	 47.67	 71.604	 63.48	 76.58	 34.41	 93.500	 75.566	 63.610	 44.35	 73.45	 73.266	 24.484	 51.785	  8.758	 45.63	 10.47
Case	 70.49	 28.641	 70.12	 15.7629	 29.18	 90.57559	 26.46	 50.470	 92.373	 49.68	  2.977	 37.467	 93.42	 34.66	 40.266	 38.5385	 62.077	 25.495	 24.64	  0.97	  3.398	 15.617	 37.702	 78.3774	 53.25	 52.9	 68.438	 75.05	 21.19	 23.16	 53.20	 99.60	  0.348	 12.98	 10.03	 91.62	 78.16	 53.54	 79.62	 69.154	 29.91	 11.62	 66.870	 69.27	  0.526	 99.29	 54.75	 74.66	 57.32	 94.30	 89.04	 27.40	 63.89	 92.53	 15.39	 86.16	 45.85	 75.59	  2.95	 27.66	  2.581	 37.41	 22.72	  9.201	 50.272	 64.6549	 47.55	 95.46	 62.37	 84.74	 78.811	  8.19	 25.26	 86.775	 78.983	 94.888	 42.76	  7.07	 41.729	 34.70	 47.24	 37.2382	 30.62	 55.6029	 87.82	 81.755	 29.92	 71.44	 56.03	 44.251	 21.300	 51.137	 42.16	 66.29	 88.975	 85.922	 30.932	 35.088	 53.19	 36.98
Case	 74.34	 94.928	 92.63	 13.5264	 26.84	 58.28601	 95.69	 48.677	 88.106	 13.19	 33.857	 44.080	 43.27	 22.45	 19.653	 44.5923	 84.839	 44.788	 15.75	 23.54	 69.427	 81.678	 16.855	 52.0366	  0.28	 41.8	 93.534	 89.43	 69.85	 63.16	  6.15	 38.33	 12.974	 21.33	 29.20	 23.84	  1.73	 87.72	  1.47	  8.891	 35.59	 82.53	 66.870	 50.85	 66.569	 71.87	 85.03	 83.28	 21.36	 99.26	 21.96	 29.91	 55.30	 53.45	 41.97	 22.74	 95.11	 23.48	 47.82	 30.28	 75.609	 76.06	 75.04	 81.968	  0.243	 87.8093	 84.71	 55.34	 88.69	 24.51	 26.685	 90.12	 85.43	  4.709	 73.749	 99.233	 25.07	 75.11	 27.647	 44.74	 93.22	 25.1733	 32.37	 64.2762	 81.37	 32.044	  8.73	 54.45	 81.55	 16.247	 77.508	 98.354	 78.45	 21.02	 99.369	 71.337	 60.827	 59.453	 43.70	 23.29
Case	  4.12	 62.849	 54.06	 10.9967	  5.40	 44.93018	 51.58	 10.051	 92.716	 53.15	 62.482	 58.911	 31.29	 34.45	 39.461	 37.4630	 53.478	 19.923	 40.04	 32.79	 11.427	 96.859	 85.446	 57.8814	 92.48	 60.1	 92.554	 62.82	  2.30	 72.68	 37.33	  8.55	 99.611	 89.78	 81.09	 74.54	 32.51	 61.77	  7.63	 50.259	 75.71	 84.48	 39.818	 30.85	 10.483	 80.96	 45.46	  9.26	 99.98	 79.30	 71.95	  9.15	 11.29	 39.73	 99.12	 37.68	 22.52	 28.83	 41.59	 77.37	 64.806	 17.45	 78.35	 52.748	 94.207	 42.4953	 71.67	 16.79	 16.42	 42.13	 70.434	 94.99	 66.33	 64.172	 62.291	 68.303	  8.54	 86.86	 62.397	 53.79	  6.96	 18.9419	 30.59	 42.7745	 45.80	 38.627	 13.57	 59.64	 30.89	 71.722	 95.967	 65.443	 59.03	 29.67	 62.414	 44.657	 77.265	  8.018	 25.15	 38.78
Case	  5.59	  7.705	 66.26	 13.7858	 18.66	 46.02817	 77.64	 50.017	 28.509	 34.08	 51.043	 53.827	 27.31	 92.03	 11.246	 26.2502	 80.848	 87.922	 98.66	 29.83	 94.501	 79.646	 85.316	 95.4528	 29.03	 66.1	 37.331	  3.73	 66.44	  4.59	 74.90	 76.04	 32.446	 19.77	 98.81	 87.79	 77.47	 79.17	 72.26	 55.999	  3.12	 30.80	 48.138	 12.08	 21.849	 48.32	 40.12	 35.77	 36.36	 85.12	 49.96	 95.31	 28.47	 91.83	 78.69	 47.98	 76.47	 95.21	 28.23	 76.90	 87.452	 89.96	  9.60	 42.135	 92.898	 35.3057	 62.76	 92.41	 73.76	 52.34	 11.613	 40.80	 18.44	 50.992	 63.995	 21.829	 27.04	 14.56	 49.988	  7.43	 40.33	 93.4043	 26.44	 72.5862	 53.52	 88.078	 86.81	 22.96	 68.29	 25.854	 21.896	 39.973	 30.14	  5.65	 16.810	 52.301	 49.685	 87.008	 50.25	 57.58
Case	 89.68	 40.746	 47.00	 18.5732	 84.10	  5.63192	  1.38	 61.166	 11.325	 21.71	 77.633	 87.744	 40.55	 83.42	 72.698	 60.7223	 70.025	 90.123	 38.68	 83.69	 32.814	 94.596	 83.338	 17.7998	  8.70	 26.6	  3.499	  0.44	 54.81	  6.79	 85.78	 91.97	 22.190	 91.72	 73.28	 49.06	 87.52	 98.00	 42.34	 87.892	 57.45	 90.32	 26.177	 62.32	 11.342	  2.06	 61.36	  1.92	 47.09	 58.95	 12.26	 33.46	 76.07	 10.94	 16.21	 25.39	 71.03	 30.80	 77.79	 93.32	 27.200	 16.19	 61.63	 14.343	 47.622	 32.8291	 66.46	 24.93	 51.63	 43.19	 45.651	  3.82	 83.48	  8.288	 14.777	 17.559	 10.05	 11.69	 64.108	 76.63	 65.41	 44.1707	 70.94	 82.7145	 83.29	 87.847	 58.55	 41.96	  7.26	  3.844	 49.097	  0.040	 62.12	  5.65	 57.280	 99.082	 56.413	 22.649	 24.81	 87.54
Control	 62.15	 23.504	 65.80	 28.5575	  4.42	  0.15294	 12.76	 77.258	 59.433	 33.00	 78.962	 58.202	 81.17	 94.09	 17.603	 64.7688	 64.620	 48.880	 66.07	 89.99	 34.263	 69.791	  8.723	 30.9214	 43.41	 28.3	 12.165	 80.40	 62.95	 38.74	 89.77	 36.39	 47.982	 79.12	 95.43	 15.35	 58.58	 72.51	 68.10	 13.842	 48.48	 72.40	 67.037	 53.59	 54.988	 38.85	 32.94	 82.99	 93.75	 81.46	 22.09	 36.18	 53.43	 56.85	 99.88	 12.03	 39.87	 64.99	 38.00	 73.71	 16.985	  9.08	 68.41	 63.890	 55.045	 35.8683	 72.26	 18.33	 36.83	 15.95	 15.605	 63.98	 81.43	 93.745	 94.522	 12.798	 57.90	 11.38	 95.502	  8.96	 50.58	 86.8560	 39.71	 60.3536	 46.82	 85.599	 49.18	 38.81	 21.33	 15.267	 38.641	 68.741	 71.14	 10.21	 53.321	  8.727	 42.279	 13.530	  2.63	 13.14
Control	 71.56	 32.968	 99.54	 64.4598	 18.93	 90.49402	 77.43	 71.736	 80.954	 57.50	 81.954	  2.030	 96.25	  4.42	 92.018	 66.1386	 29.921	 12.462	 87.64	 15.09	 52.387	 42.747	 72.173	  9.5054	 31.01	 87.0	 65.153	 98.14	  8.16	 44.46	 31.32	 90.36	 94.718	 82.36	 68.41	 50.66	 92.10	 59.31	 80.40	 36.662	 16.97	 88.33	 84.900	 67.59	 66.524	 33.09	 41.42	 91.66	 36.40	 88.76	 43.37	 97.89	 59.38	 85.42	 20.42	 81.52	 59.21	 45.65	 37.74	 18.76	 22.229	 16.39	 22.66	 67.925	 45.093	 10.8374	 61.93	 77.56	 35.88	 74.68	 85.080	 64.88	  1.89	 58.634	 95.436	 17.333	 86.02	 56.13	  6.011	 74.27	 49.28	 66.7385	 76.48	 53.4514	 36.81	 29.340	 74.37	 45.08	 85.64	 11.212	 63.260	 48.545	 25.20	 48.46	 83.062	 40.606	 36.808	  6.855	 91.99	 90.40
Control	  0.65	 99.517	 31.70	 72.5513	 57.86	 99.85124	 99.28	 64.623	  9.169	 87.13	 68.757	 58.441	 22.79	 39.60	 38.702	 50.1000	 53.636	 35.034	 85.25	 34.32	 58.733	 83.601	 51.674	 97.4965	 85.02	 30.4	 30.841	  1.55	 96.29	 78.42	 64.00	 65.71	 48.947	 66.57	 65.23	 11.67	 28.35	 39.64	  3.22	 11.231	 42.29	 33.34	 89.626	 51.04	 81.094	 59.24	 35.53	 13.08	 79.04	 83.77	 13.61	 60.55	 88.45	 81.98	 25.35	 70.82	  4.20	 17.87	 80.40	 71.48	 29.026	 46.48	  2.48	 30.027	 70.162	 90.0272	 45.93	 17.78	  7.33	 15.03	 43.657	 38.39	 70.88	 22.837	 27.581	 82.001	 93.31	  6.48	 94.039	 63.40	 12.41	 87.2780	 88.30	 39.8615	 79.40	 77.481	 82.52	 41.83	 96.99	 52.577	 11.215	 40.266	 37.84	 84.30	 34.302	 31.883	 49.542	 30.165	 65.94	 63.62
Case	 15.08	 71.811	 74.56	 36.5598	 72.24	  5.78835	 59.97	 20.770	 61.992	 33.90	 61.200	 20.330	 96.93	 81.49	 64.594	  2.5626	 59.991	 50.567	 16.64	 33.16	 66.425	 46.949	  1.228	 70.5398	 63.90	 76.9	 26.533	 65.66	 99.37	 19.02	 90.90	 19.19	 32.042	  9.46	 75.75	 20.15	 65.99	 41.62	 72.32	 86.441	 67.43	 99.63	 47.691	 28.85	 72.814	 52.35	 42.48	 11.44	 76.18	  0.23	  1.44	 90.16	 54.78	 13.97	 14.50	  0.49	 51.03	 20.84	 93.34	 22.59	 42.721	 95.96	 15.63	 63.280	 27.245	 36.7308	 86.54	 35.60	 74.72	 87.29	 58.142	 11.96	 39.59	 26.894	  3.344	 18.439	 66.57	 73.98	 53.545	 98.87	 37.16	 37.1128	 43.97	 82.1777	  6.06	 88.308	 26.98	 17.77	 29.54	 98.424	 55.829	 94.582	 88.50	 39.19	 84.048	 38.207	 36.053	 69.121	 11.67	 65.13
Control	 39.03	 65.019	 71.40	 62.8739	 75.58	 22.46856	 10.38	 62.681	 91.006	 19.67	  6.236	 78.999	 83.36	 85.12	 67.676	 36.3929	 15.678	 50.910	 38.26	 80.44	  2.044	 16.740	 85.056	 12.8166	 58.57	 45.0	 80.755	 70.49	  3.70	 48.94	 53.99	 66.60	 85.430	 26.72	 49.92	 49.59	 68.36	 16.62	 16.73	 98.340	 43.21	 12.85	 66.733	 97.57	 56.620	 18.42	 45.83	 92.57	 50.86	 90.45	 50.32	 71.76	 83.88	 98.85	 56.96	 23.68	 40.69	 32.03	 74.43	 81.26	 32.136	 26.73	 49.39	 78.442	 80.764	 55.1928	 46.08	 43.74	 24.57	  8.96	 77.660	 78.04	 67.63	 93.185	  6.194	 20.610	 65.61	 58.06	 12.774	 56.73	 27.19	 35.5774	 32.23	 81.6958	 59.52	 50.467	 29.64	 92.44	 78.75	  6.070	 39.528	 60.442	 33.74	 80.66	 67.026	 41.152	 83.212	 55.506	 36.98	 23.85
Control	 71.42	 30.003	 89.70	 14.1792	 57.30	  8.21160	 93.39	  0.448	  3.396	 90.78	 41.215	 69.231	 22.38	 33.56	 32.627	 93.4846	 81.698	 35.075	 60.28	 41.70	  1.219	 91.316	 42.093	 19.9975	 26.13	 21.3	 11.191	 33.96	  5.30	 26.62	 19.30	 74.10	 49.201	 97.74	 34.56	 25.63	 62.10	 11.88	 20.93	 46.126	 97.86	  2.78	 97.141	 66.83	 21.448	 69.65	 79.65	  4.90	 26.72	  2.28	 96.14	 12.25	 13.46	 51.42	 53.46	 53.06	 90.22	 81.55	 22.67	 55.32	 11.788	 93.14	 50.18	 36.228	  1.072	 43.3312	 11.45	 38.78	 40.04	 71.76	 67.053	  4.24	 60.16	 50.785	 90.655	 20.574	 58.14	 34.43	 95.047	 80.38	 71.16	 45.5663	  3.59	 10.3978	 28.26	  4.958	 12.88	 31.17	 74.56	 60.855	 46.286	 51.236	 78.63	 48.10	  7.661	  7.768	 79.256	 93.963	 80.66	 22.77
Case	 29.03	 47.064	 13.10	 74.6945	 70.87	 30.03228	 16.33	 54.770	 73.066	 79.59	 77.518	 96.892	 97.39	 18.96	 68.436	 62.8202	 69.044	 30.929	 29.44	 18.76	  7.800	 94.232	 70.878	 78.5598	 14.98	 37.5	 31.666	 73.26	 84.05	 81.97	 89.46	 79.38	 57.439	 35.80	 44.27	 10.28	 19.64	 48.23	 53.88	 99.315	  0.37	  1.26	 85.095	 91.92	 85.538	  5.29	 34.72	 39.14	 47.69	 17.66	 42.86	 72.08	 81.39	 33.30	 71.94	 10.04	 76.88	 42.20	 94.98	 23.99	 35.394	 31.34	 80.74	 78.533	  2.580	 58.6752	 41.15	 55.91	 99.99	  2.01	 91.681	 60.87	  7.01	 62.392	 46.031	 95.153	 24.36	 95.18	 91.436	 92.05	 98.28	 13.2321	 40.62	  6.7529	 28.76	 65.087	 32.12	 87.06	 77.69	 32.240	 68.870	 16.991	 64.06	 57.94	 16.810	 96.979	 50.474	  3.562	 42.53	 55.71
Case	 83.73	 30.149	 81.44	 69.6618	 18.70	 97.00573	 33.88	 38.807	 59.088	 28.93	 97.473	 81.752	 52.78	 75.52	 70.250	 25.7010	 13.165	 66.303	 44.45	 98.70	 71.205	 59.924	  7.090	 78.9018	 96.97	 48.2	 98.200	 76.93	 31.30	 95.13	 49.49	 94.75	 38.540	 29.76	 95.15	 52.84	 60.90	 71.50	 12.94	 48.316	 75.55	 22.10	 36.034	 18.54	 69.948	 76.28	 34.00	 70.41	 11.05	 24.07	 89.37	 35.33	  0.05	 35.33	 64.18	 90.73	 79.05	 89.65	 82.99	 27.48	 85.288	 38.03	  4.39	 51.142	 63.842	 25.8014	  0.61	 58.30	 39.76	 60.90	 35.043	 13.55	 66.01	 57.359	 17.778	 83.905	 89.31	 30.40	 99.338	 49.82	 35.36	 36.0931	 72.45	 62.3734	 59.27	 10.985	 97.36	 84.30	 84.42	  3.155	 96.734	 84.350	 49.81	  0.48	 19.295	 92.806	 71.905	 28.165	 44.74	 40.70
Case	 80.95	 48.307	 47.23	 47.4919	 99.48	 94.01893	 50.98	 16.269	 17.609	 69.84	 63.137	 18.958	 15.72	 12.04	  5.703	 78.4254	 85.084	 62.074	 23.26	 62.47	 43.965	 18.087	 36.693	 54.5869	 76.20	 43.0	 59.898	 27.82	 27.32	 71.34	 76.62	  7.46	 70.053	 17.92	 78.69	 88.20	 96.82	 12.07	 26.07	  6.699	 68.58	 69.66	 65.209	 88.23	 92.759	 86.89	 98.84	 57.76	 54.63	 29.60	 63.19	 19.97	 37.46	 30.46	 25.64	 72.74	 22.25	 68.09	 48.02	  3.56	 29.031	 58.03	 78.10	 90.868	 59.200	  1.0143	 12.85	 71.79	 93.53	 67.47	 56.699	 38.48	 31.74	 63.347	 72.456	 24.881	 12.68	 20.93	 81.050	 70.13	 27.75	 32.7210	  1.32	 43.5695	 81.38	 17.345	 63.97	 94.80	 62.44	 36.580	 46.486	 32.132	 21.15	 89.13	 56.831	 45.766	 23.955	 62.228	 30.11	 39.41
Case	 18.19	 37.121	 31.32	 87.0290	 58.05	 36.18041	 19.35	 40.889	 64.186	 89.43	  9.977	 21.129	 85.08	 93.87	 52.234	 18.7105	 23.385	  3.736	 27.31	  9.17	 78.501	  7.880	 65.371	 84.3179	 63.95	 82.0	 68.512	 13.98	 42.21	 20.31	  8.86	  7.13	 19.281	 44.09	 67.63	 72.18	 69.26	 60.06	 60.63	 65.981	 58.61	  3.23	 47.927	 77.96	 86.444	 82.61	 14.68	  8.69	 25.51	 10.33	 11.84	 90.76	 37.19	  0.40	 62.84	 53.66	 11.32	 48.55	 92.29	 31.03	 44.284	 42.12	 55.29	 75.533	 67.949	 76.0463	 83.11	 80.60	 46.50	  6.60	 47.567	 70.03	 40.30	 98.733	 27.941	 98.926	 11.57	 93.20	 20.412	 74.40	 28.31	 36.2476	 53.91	 31.5183	  6.22	 73.298	 21.11	 28.81	 50.91	 83.322	 40.741	 66.056	 67.06	 79.70	 38.049	 63.931	 83.558	 79.896	 45.35	 50.53
Case	 61.54	 66.501	 56.84	 29.5099	 93.62	 87.75727	 18.49	 10.998	 43.236	 46.64	 81.427	 16.808	 91.22	 75.07	 79.497	 48.2369	 21.743	  2.655	 92.18	  1.63	  2.079	  7.672	  1.586	 95.4403	  0.18	 26.3	 50.666	  7.34	 80.91	 94.02	 61.72	 75.00	 38.588	 88.88	 65.03	  5.55	 61.93	 33.46	 92.20	 61.768	 92.11	 36.62	 29.844	 30.19	 66.648	 93.08	 70.74	 43.03	 79.54	  3.26	 85.76	 19.65	 25.62	 93.13	 82.94	 48.15	 11.24	 15.21	  8.57	 46.13	 39.021	 12.97	 55.87	 30.705	  8.895	 73.2834	 69.47	 80.14	 51.38	 68.70	 98.360	 50.25	 21.30	 21.493	 62.740	 71.602	 91.87	  4.99	 98.518	 61.35	 86.45	 61.0750	 82.21	 15.9755	 30.62	 85.101	 81.21	 77.78	 85.59	 57.862	 95.301	 68.456	 38.58	 93.52	 44.335	 68.482	 63.560	  8.230	 85.66	 27.58
Case	  9.82	 17.183	 68.19	 19.8227	  9.97	 17.09179	 89.37	 59.949	 32.101	 77.60	 96.607	 49.602	 21.17	 17.47	 72.589	 78.8419	 53.441	  6.000	 58.67	 60.01	 87.608	  6.068	 27.136	 34.8711	  8.72	 96.2	  9.781	 90.52	 21.15	 90.66	  6.94	 87.52	 20.670	 71.35	 23.83	 67.64	 67.84	 82.22	 45.78	 66.415	 88.15	 51.34	 75.927	 25.91	 58.205	 77.03	 34.91	 19.91	  6.96	 83.17	  8.88	 53.84	  6.34	 60.37	 50.09	 50.63	 50.67	 91.18	 57.66	 66.22	 64.071	 46.44	 37.19	 62.830	 17.240	 10.4484	 55.74	 95.81	 13.02	  3.66	 31.179	 56.01	 47.99	 11.536	 48.177	 12.342	 15.85	 25.98	 55.082	  7.42	 97.07	 92.5257	 90.38	 59.2583	 77.64	 77.704	 43.97	 14.95	 26.45	 38.889	 40.742	 50.056	 14.89	  4.64	 62.876	 98.189	 92.360	 45.470	 35.90	 98.55
Control	 27.52	  1.183	 48.47	 82.3480	  3.91	 68.14697	 95.02	 97.611	 43.804	 91.76	 64.279	 53.545	 44.06	 78.22	  6.022	 64.2205	 48.087	 74.504	 62.60	 73.68	 54.124	 30.162	 70.350	 58.2210	 41.94	 51.2	 89.323	 34.96	 17.22	  7.26	 12.88	 41.22	 14.996	 92.23	 99.29	 86.02	 10.21	  6.23	 76.55	 45.184	 66.67	 95.71	  9.637	 33.65	 47.698	 62.16	 83.03	 18.54	 50.96	 46.45	 76.99	 49.86	  7.15	 38.83	 69.42	 84.87	 36.52	 89.80	 59.95	 65.77	 60.499	 59.00	 68.17	  2.899	 99.068	 91.7516	 89.87	  1.85	  4.02	  5.32	 70.583	 55.57	 21.54	 72.156	 84.508	  6.823	 72.60	 91.61	  1.709	  1.41	 88.42	  9.8481	  1.77	 51.6034	 78.92	 39.563	 91.25	 16.38	 89.03	 32.875	 47.178	  0.825	 38.84	 16.39	 19.073	 79.870	 55.370	 77.015	 49.38	  2.86
Case	 78.01	 27.067	 23.47	 48.6289	 85.37	 60.99837	 35.06	 12.708	 87.748	 70.65	 99.835	 37.430	 26.98	 76.20	 72.038	 20.1392	 86.903	 95.841	 54.31	 85.91	 14.613	  7.062	 34.111	 13.2873	 83.09	  8.1	 55.288	  3.02	 13.43	 52.12	 40.15	  9.89	 40.443	  3.85	 72.41	 17.56	 31.12	 87.68	 84.51	 91.968	 31.49	 10.43	 81.154	 15.90	 70.976	 29.69	 93.89	 11.22	  8.92	 91.79	 86.87	  2.85	  2.96	 11.40	 27.62	 68.64	 89.70	 36.08	 13.19	 74.81	 23.065	 69.97	 16.66	  6.069	 73.717	 80.1980	 25.13	 37.53	 86.53	  1.61	 60.441	 27.10	 66.80	 67.371	 83.902	 12.341	 90.09	 91.11	 63.262	  8.46	 63.33	 13.4725	 18.64	 86.8369	 35.40	 50.171	 51.13	 92.57	 84.07	 88.765	 26.458	 89.475	 59.51	  0.77	 52.526	 74.624	 63.157	 45.440	  5.53	 42.12
Control	 43.75	 84.156	 88.05	 90.8544	 96.45	 22.04710	 32.71	  6.197	 59.307	 20.37	 74.891	 61.166	 37.52	 23.42	  6.853	 98.5792	 76.073	  0.336	 35.72	 73.18	 87.347	 72.417	 18.178	  9.4116	 40.61	 30.3	 14.322	 68.33	 24.15	 29.97	 32.77	 12.90	 72.942	 40.91	 68.35	 47.81	 39.55	 63.02	 56.70	 68.023	 80.83	 13.21	 65.549	 37.23	 35.354	 36.86	 67.75	  9.08	 66.75	 71.45	 22.45	 29.02	 25.78	 78.66	 17.54	 47.57	 24.84	 39.11	 31.59	  6.60	 67.139	 99.75	  9.51	  7.048	 15.069	 18.2027	 49.55	 28.78	 21.74	 78.13	 25.127	  5.45	 93.70	 93.252	 64.396	 36.394	 69.97	  6.09	 42.691	 14.30	 38.90	 81.0000	 88.25	 31.1782	 40.01	 93.147	 66.13	 58.12	 61.60	  7.992	 47.659	 37.374	 54.76	 56.98	 43.412	 65.393	 42.024	 60.830	 83.34	  3.46
Case	 22.20	 54.679	 11.45	 50.4699	  7.49	 69.55561	 98.03	 57.540	 29.793	 57.90	 27.863	 15.077	 27.10	 56.02	 80.804	 68.7676	 30.064	  7.345	 30.73	 77.54	 73.271	 11.481	 66.084	  3.5841	 91.65	 77.0	 68.447	 19.57	 70.31	 72.50	 26.00	 59.50	 19.018	 65.72	 21.69	 84.90	 58.55	 11.25	 67.06	 90.941	 65.82	 61.84	 87.997	 16.08	 32.251	  3.17	  8.46	  1.72	 44.49	 75.48	 90.55	 61.54	 85.56	 29.58	 48.83	 80.07	 34.27	 18.40	 81.61	 21.34	 38.579	 61.66	 47.91	 63.102	 71.152	 13.8950	 18.89	 71.68	 11.44	  8.54	 12.342	 64.97	 29.82	 34.418	 12.611	 70.342	 31.43	 71.59	 26.571	 73.04	 17.73	 28.0302	 38.03	 36.0819	  8.04	 17.609	 26.17	  8.00	 80.90	 30.773	 86.100	 77.335	 39.01	 45.13	 33.054	 60.264	 90.424	 67.540	 91.64	 49.99
Case	 57.31	 52.509	 94.91	 41.7710	 61.91	  9.86545	 90.25	 13.439	 19.439	 90.12	 94.182	 37.807	 40.48	  6.99	 52.009	 81.9945	 20.288	 59.402	 41.83	 96.06	 61.760	 14.532	 66.521	 73.6726	 20.11	 50.5	 30.158	 96.26	 21.62	 19.48	 50.29	 27.04	 70.529	 44.65	  7.74	 16.23	 99.62	 52.75	 93.23	  3.312	  6.00	 31.26	 29.575	 59.19	 73.883	 29.39	 78.39	 93.75	 85.99	 79.50	 20.00	 97.31	 10.28	 15.28	 80.41	 72.84	 17.23	 66.94	 23.49	 30.50	 36.681	 96.65	 27.58	 78.966	 61.394	  4.1805	 79.90	 28.07	 82.31	 94.08	 40.691	 83.41	 89.93	 66.291	 78.346	 24.829	  7.78	 87.40	 82.878	 69.55	 50.29	  4.0765	 84.70	  2.4664	 92.65	 38.201	 50.45	 37.65	 21.87	 54.873	  3.845	 71.720	 10.72	 51.87	 23.528	 68.019	 24.844	 68.314	 11.72	 86.44
Case	 78.05	 96.260	 16.43	 46.1780	 26.09	 43.10786	 13.12	 10.147	 70.686	 70.19	 14.310	 87.222	 68.75	 11.06	 29.887	 55.6736	 33.716	 78.611	 78.31	 76.94	 58.661	 76.367	 27.069	 85.3380	 29.46	 33.3	 56.155	 50.17	 22.98	 12.97	 78.20	 90.31	 81.369	 26.56	 61.12	 57.58	 57.14	  6.23	 78.32	 70.973	 17.40	 48.92	 85.221	 32.33	  3.348	 39.62	 55.50	 32.04	 57.50	 49.67	 37.88	 85.48	 21.27	 24.57	 54.05	 79.49	 76.70	 53.50	 42.74	 15.70	 21.405	 17.04	 55.24	 56.503	 86.908	 31.9672	 16.69	 66.80	 52.42	  2.89	  1.875	 12.08	 28.05	 18.465	 77.655	 45.326	  5.73	 50.05	 48.022	 10.56	 44.30	 14.7338	 72.93	 14.5903	  2.49	 18.484	 15.51	 65.43	 89.78	 48.288	 67.365	 23.552	 71.15	 41.78	  6.084	 68.968	 10.073	 56.526	 62.98	 47.85
Case	 15.55	 93.707	 80.33	 11.6315	 47.66	 82.57346	 65.84	 16.539	 58.677	 34.06	 50.926	  9.038	 28.89	 56.89	 29.163	  8.1597	 12.581	 61.914	  4.79	 48.73	 89.266	 46.324	  2.545	 47.9031	 59.64	 80.3	 20.656	 55.39	 72.72	 41.30	 64.43	 15.82	 58.666	 59.92	 21.35	 20.06	  4.24	 19.27	 42.85	 69.219	 26.96	 79.03	 40.800	  4.65	 77.211	  9.62	 14.19	 19.07	 60.24	 93.96	 14.92	 87.94	 58.73	 87.99	 31.84	 87.58	 23.99	 89.33	 81.15	 10.86	 77.865	 68.62	 83.35	 35.908	 88.973	 88.6405	 10.27	 68.93	 51.99	  8.12	 26.132	 45.30	 85.35	 85.632	 65.318	 38.578	 24.16	 86.42	  3.237	 68.50	 43.89	 53.6555	 62.42	 82.7273	 78.77	 97.213	 37.93	 60.89	 80.75	 82.939	 34.319	 56.118	 90.68	 16.18	 89.879	  7.646	 88.067	 16.526	 61.13	 88.70
Case	 84.71	 31.399	 91.37	 64.0063	 95.68	 80.35257	 53.74	 89.040	 36.252	 22.79	 14.255	 96.170	  2.44	 14.49	 74.721	 48.3037	  0.122	 46.881	 31.75	 59.01	 28.669	 48.634	 66.250	 23.2937	 50.47	 99.4	 90.989	 39.00	 40.83	 53.76	 29.23	 99.59	 77.620	 38.49	 64.41	 21.60	 31.23	 59.35	 87.70	 78.485	 74.37	  1.53	 20.312	 36.87	 75.435	 68.40	 63.91	 33.95	 31.42	 36.87	 28.44	  9.22	 33.86	 42.01	 95.49	 42.06	 67.44	  4.62	 40.50	 42.15	 24.304	 78.18	  3.94	 99.949	 68.955	 53.7269	 45.84	 30.34	 17.49	 46.11	 97.389	 33.53	 17.25	 62.321	 20.633	 39.490	 60.00	 82.40	 39.273	 53.53	 27.62	 17.7793	  2.73	 83.2818	 30.52	 60.783	  7.74	 62.76	  7.77	 95.686	 22.591	 21.863	  2.90	 93.79	 76.188	 87.361	 43.304	  1.408	 44.22	 42.53
